Go_Term,Ids
GO:0006896,Nvec_vc1.1_XM_001627939.3
GO:0007034,Nvec_vc1.1_XM_001627939.3
GO:0004065,Nvec_vc1.1_XM_001627940.3
GO:0016787,Nvec_vc1.1_XM_001627940.3
GO:0004452,Nvec_vc1.1_XM_001627953.3
GO:0016853,Nvec_vc1.1_XM_001627953.3
GO:0008299,Nvec_vc1.1_XM_001627953.3
GO:0009240,Nvec_vc1.1_XM_001627953.3
GO:0050992,Nvec_vc1.1_XM_001627953.3
GO:0005216,Nvec_vc1.1_XM_001627964.3
GO:0005249,Nvec_vc1.1_XM_001627964.3
GO:0005251,Nvec_vc1.1_XM_001627964.3
GO:0005267,Nvec_vc1.1_XM_001627964.3
GO:0006811,Nvec_vc1.1_XM_001627964.3
GO:0006813,Nvec_vc1.1_XM_001627964.3
GO:0034220,Nvec_vc1.1_XM_001627964.3
GO:0051260,Nvec_vc1.1_XM_001627964.3
GO:0055085,Nvec_vc1.1_XM_001627964.3
GO:0071805,Nvec_vc1.1_XM_001627964.3
GO:0038024,Nvec_vc1.1_XM_001627966.3
GO:0006886,Nvec_vc1.1_XM_001627966.3
GO:0006888,Nvec_vc1.1_XM_001627966.3
GO:0007030,Nvec_vc1.1_XM_001627966.3
GO:0043123,Nvec_vc1.1_XM_001627966.3
GO:0060271,Nvec_vc1.1_XM_001627977.3
GO:0008233,Nvec_vc1.1_XM_001627979.3
GO:0008237,Nvec_vc1.1_XM_001627979.3
GO:0016787,Nvec_vc1.1_XM_001627979.3
GO:0016805,Nvec_vc1.1_XM_001627979.3
GO:0046872,Nvec_vc1.1_XM_001627979.3
GO:0070573,Nvec_vc1.1_XM_001627979.3
GO:0006508,Nvec_vc1.1_XM_001627979.3
GO:0000166,Nvec_vc1.1_XM_001627986.3
GO:0003924,Nvec_vc1.1_XM_001627986.3
GO:0005200,Nvec_vc1.1_XM_001627986.3
GO:0005525,Nvec_vc1.1_XM_001627986.3
GO:0000226,Nvec_vc1.1_XM_001627986.3
GO:0000278,Nvec_vc1.1_XM_001627986.3
GO:0007017,Nvec_vc1.1_XM_001627986.3
GO:0007010,Nvec_vc1.1_XM_001627986.3
GO:0003714,Nvec_vc1.1_XM_001627991.3
GO:0045892,Nvec_vc1.1_XM_001627991.3
GO:0070370,Nvec_vc1.1_XM_001627991.3
GO:0003723,Nvec_vc1.1_XM_001627997.3
GO:0000387,Nvec_vc1.1_XM_001627997.3
GO:0006396,Nvec_vc1.1_XM_001627997.3
GO:0006397,Nvec_vc1.1_XM_001627997.3
GO:0008380,Nvec_vc1.1_XM_001627997.3
GO:0003824,Nvec_vc1.1_XM_001628012.3
GO:0006635,Nvec_vc1.1_XM_001628012.3
GO:0008233,Nvec_vc1.1_XM_001628020.3
GO:0008239,Nvec_vc1.1_XM_001628020.3
GO:0016787,Nvec_vc1.1_XM_001628020.3
GO:0070008,Nvec_vc1.1_XM_001628020.3
GO:0003085,Nvec_vc1.1_XM_001628020.3
GO:0006508,Nvec_vc1.1_XM_001628020.3
GO:0043535,Nvec_vc1.1_XM_001628020.3
GO:0060055,Nvec_vc1.1_XM_001628020.3
GO:0005524,Nvec_vc1.1_XM_001628021.3
GO:0019901,Nvec_vc1.1_XM_001628021.3
GO:0031072,Nvec_vc1.1_XM_001628021.3
GO:0046872,Nvec_vc1.1_XM_001628021.3
GO:0051082,Nvec_vc1.1_XM_001628021.3
GO:0006457,Nvec_vc1.1_XM_001628021.3
GO:0007005,Nvec_vc1.1_XM_001628021.3
GO:0009408,Nvec_vc1.1_XM_001628021.3
GO:0043066,Nvec_vc1.1_XM_001628021.3
GO:0005048,Nvec_vc1.1_XM_001628023.3
GO:0008320,Nvec_vc1.1_XM_001628023.3
GO:0043022,Nvec_vc1.1_XM_001628023.3
GO:0006616,Nvec_vc1.1_XM_001628023.3
GO:0015031,Nvec_vc1.1_XM_001628023.3
GO:0031204,Nvec_vc1.1_XM_001628023.3
GO:0003723,Nvec_vc1.1_XM_001628038.3
GO:0009982,Nvec_vc1.1_XM_001628038.3
GO:0016853,Nvec_vc1.1_XM_001628038.3
GO:0001522,Nvec_vc1.1_XM_001628038.3
GO:0008033,Nvec_vc1.1_XM_001628038.3
GO:0009451,Nvec_vc1.1_XM_001628038.3
GO:0031119,Nvec_vc1.1_XM_001628038.3
GO:1990481,Nvec_vc1.1_XM_001628038.3
GO:0003677,Nvec_vc1.1_XM_001628041.3
GO:0008301,Nvec_vc1.1_XM_001628041.3
GO:0006357,Nvec_vc1.1_XM_001628041.3
GO:0008092,Nvec_vc1.1_XM_001628048.3
GO:0031344,Nvec_vc1.1_XM_001628048.3
GO:0000287,Nvec_vc1.1_XM_001628053.3
GO:0004721,Nvec_vc1.1_XM_001628053.3
GO:0004722,Nvec_vc1.1_XM_001628053.3
GO:0016787,Nvec_vc1.1_XM_001628053.3
GO:0030145,Nvec_vc1.1_XM_001628053.3
GO:0043169,Nvec_vc1.1_XM_001628053.3
GO:0046872,Nvec_vc1.1_XM_001628053.3
GO:0032873,Nvec_vc1.1_XM_001628053.3
GO:0043123,Nvec_vc1.1_XM_001628053.3
GO:0043124,Nvec_vc1.1_XM_001628053.3
GO:0090263,Nvec_vc1.1_XM_001628053.3
GO:0005509,Nvec_vc1.1_XM_001628055.3
GO:0036297,Nvec_vc1.1_XM_001628056.3
GO:0032981,Nvec_vc1.1_XM_001628058.3
GO:0030837,Nvec_vc1.1_XM_001628076.3
GO:0016491,Nvec_vc1.1_XM_001628083.3
GO:0000978,Nvec_vc1.1_XM_001628087.3
GO:0000981,Nvec_vc1.1_XM_001628087.3
GO:0003677,Nvec_vc1.1_XM_001628087.3
GO:0043565,Nvec_vc1.1_XM_001628087.3
GO:0046872,Nvec_vc1.1_XM_001628087.3
GO:0006355,Nvec_vc1.1_XM_001628087.3
GO:0007281,Nvec_vc1.1_XM_001628087.3
GO:0007548,Nvec_vc1.1_XM_001628087.3
GO:0004758,Nvec_vc1.1_XM_001628095.3
GO:0016746,Nvec_vc1.1_XM_001628095.3
GO:0030170,Nvec_vc1.1_XM_001628095.3
GO:0009058,Nvec_vc1.1_XM_001628095.3
GO:0046512,Nvec_vc1.1_XM_001628095.3
GO:0046513,Nvec_vc1.1_XM_001628095.3
GO:0001889,Nvec_vc1.1_XM_001628096.3
GO:0006491,Nvec_vc1.1_XM_001628096.3
GO:0003723,Nvec_vc1.1_XM_001628109.3
GO:0000467,Nvec_vc1.1_XM_001628109.3
GO:0034427,Nvec_vc1.1_XM_001628109.3
GO:0034475,Nvec_vc1.1_XM_001628109.3
GO:0043928,Nvec_vc1.1_XM_001628109.3
GO:0071034,Nvec_vc1.1_XM_001628109.3
GO:0071035,Nvec_vc1.1_XM_001628109.3
GO:0071038,Nvec_vc1.1_XM_001628109.3
GO:0071051,Nvec_vc1.1_XM_001628109.3
GO:0004421,Nvec_vc1.1_XM_001628112.3
GO:0016740,Nvec_vc1.1_XM_001628112.3
GO:0016746,Nvec_vc1.1_XM_001628112.3
GO:0006084,Nvec_vc1.1_XM_001628112.3
GO:0006629,Nvec_vc1.1_XM_001628112.3
GO:0006694,Nvec_vc1.1_XM_001628112.3
GO:0006696,Nvec_vc1.1_XM_001628112.3
GO:0008202,Nvec_vc1.1_XM_001628112.3
GO:0008299,Nvec_vc1.1_XM_001628112.3
GO:0010142,Nvec_vc1.1_XM_001628112.3
GO:0016126,Nvec_vc1.1_XM_001628112.3
GO:1990756,Nvec_vc1.1_XM_001628113.3
GO:0006886,Nvec_vc1.1_XM_001628113.3
GO:0043161,Nvec_vc1.1_XM_001628113.3
GO:0003884,Nvec_vc1.1_XM_001628116.3
GO:0008445,Nvec_vc1.1_XM_001628116.3
GO:0016491,Nvec_vc1.1_XM_001628116.3
GO:0071949,Nvec_vc1.1_XM_001628116.3
GO:0006533,Nvec_vc1.1_XM_001628116.3
GO:0019478,Nvec_vc1.1_XM_001628116.3
GO:0046416,Nvec_vc1.1_XM_001628116.3
GO:0003676,Nvec_vc1.1_XM_001628120.3
GO:0004527,Nvec_vc1.1_XM_001628120.3
GO:0008408,Nvec_vc1.1_XM_001628120.3
GO:0006364,Nvec_vc1.1_XM_001628120.3
GO:0004842,Nvec_vc1.1_XM_001628125.3
GO:0043161,Nvec_vc1.1_XM_001628125.3
GO:0000166,Nvec_vc1.1_XM_001628128.3
GO:0004496,Nvec_vc1.1_XM_001628128.3
GO:0005524,Nvec_vc1.1_XM_001628128.3
GO:0016301,Nvec_vc1.1_XM_001628128.3
GO:0016740,Nvec_vc1.1_XM_001628128.3
GO:0016773,Nvec_vc1.1_XM_001628128.3
GO:0006629,Nvec_vc1.1_XM_001628128.3
GO:0006694,Nvec_vc1.1_XM_001628128.3
GO:0006695,Nvec_vc1.1_XM_001628128.3
GO:0006696,Nvec_vc1.1_XM_001628128.3
GO:0008202,Nvec_vc1.1_XM_001628128.3
GO:0008299,Nvec_vc1.1_XM_001628128.3
GO:0016126,Nvec_vc1.1_XM_001628128.3
GO:0016310,Nvec_vc1.1_XM_001628128.3
GO:0019287,Nvec_vc1.1_XM_001628128.3
GO:0016787,Nvec_vc1.1_XM_001628130.3
GO:0003924,Nvec_vc1.1_XM_001628135.3
GO:0006897,Nvec_vc1.1_XM_001628135.3
GO:0007005,Nvec_vc1.1_XM_001628135.3
GO:0008053,Nvec_vc1.1_XM_001628135.3
GO:0016197,Nvec_vc1.1_XM_001628135.3
GO:0051646,Nvec_vc1.1_XM_001628135.3
GO:0003985,Nvec_vc1.1_XM_001628140.3
GO:0016740,Nvec_vc1.1_XM_001628140.3
GO:0016746,Nvec_vc1.1_XM_001628140.3
GO:0016747,Nvec_vc1.1_XM_001628140.3
GO:0006635,Nvec_vc1.1_XM_001628140.3
GO:0004000,Nvec_vc1.1_XM_001628141.3
GO:0004731,Nvec_vc1.1_XM_001628141.3
GO:0005507,Nvec_vc1.1_XM_001628141.3
GO:0016740,Nvec_vc1.1_XM_001628141.3
GO:0016787,Nvec_vc1.1_XM_001628141.3
GO:0017061,Nvec_vc1.1_XM_001628141.3
GO:0046872,Nvec_vc1.1_XM_001628141.3
GO:0046936,Nvec_vc1.1_XM_001628141.3
GO:0003779,Nvec_vc1.1_XM_001628143.3
GO:0005198,Nvec_vc1.1_XM_001628143.3
GO:0004930,Nvec_vc1.1_XM_001628151.3
GO:0042277,Nvec_vc1.1_XM_001628151.3
GO:0007186,Nvec_vc1.1_XM_001628151.3
GO:0032870,Nvec_vc1.1_XM_001628151.3
GO:0004017,Nvec_vc1.1_XM_001628173.3
GO:0004127,Nvec_vc1.1_XM_001628173.3
GO:0004550,Nvec_vc1.1_XM_001628173.3
GO:0005524,Nvec_vc1.1_XM_001628173.3
GO:0016301,Nvec_vc1.1_XM_001628173.3
GO:0016740,Nvec_vc1.1_XM_001628173.3
GO:0019205,Nvec_vc1.1_XM_001628173.3
GO:0033862,Nvec_vc1.1_XM_001628173.3
GO:0050145,Nvec_vc1.1_XM_001628173.3
GO:0006139,Nvec_vc1.1_XM_001628173.3
GO:0006225,Nvec_vc1.1_XM_001628173.3
GO:0016310,Nvec_vc1.1_XM_001628173.3
GO:0046705,Nvec_vc1.1_XM_001628173.3
GO:0046940,Nvec_vc1.1_XM_001628173.3
GO:1901566,Nvec_vc1.1_XM_001628173.3
GO:0000166,Nvec_vc1.1_XM_001628173.3
GO:0009041,Nvec_vc1.1_XM_001628173.3
GO:0036430,Nvec_vc1.1_XM_001628173.3
GO:0036431,Nvec_vc1.1_XM_001628173.3
GO:0006207,Nvec_vc1.1_XM_001628173.3
GO:0006221,Nvec_vc1.1_XM_001628173.3
GO:0072528,Nvec_vc1.1_XM_001628173.3
GO:0000070,Nvec_vc1.1_XM_001628177.3
GO:0051382,Nvec_vc1.1_XM_001628177.3
GO:0042981,Nvec_vc1.1_XM_001628187.3
GO:0003682,Nvec_vc1.1_XM_001628202.3
GO:0006260,Nvec_vc1.1_XM_001628202.3
GO:0007095,Nvec_vc1.1_XM_001628202.3
GO:0010212,Nvec_vc1.1_XM_001628202.3
GO:0030174,Nvec_vc1.1_XM_001628202.3
GO:0033314,Nvec_vc1.1_XM_001628202.3
GO:0004322,Nvec_vc1.1_XM_001628207.3
GO:0008198,Nvec_vc1.1_XM_001628207.3
GO:0008199,Nvec_vc1.1_XM_001628207.3
GO:0016491,Nvec_vc1.1_XM_001628207.3
GO:0034986,Nvec_vc1.1_XM_001628207.3
GO:0051537,Nvec_vc1.1_XM_001628207.3
GO:0006811,Nvec_vc1.1_XM_001628207.3
GO:0006826,Nvec_vc1.1_XM_001628207.3
GO:0006879,Nvec_vc1.1_XM_001628207.3
GO:0016226,Nvec_vc1.1_XM_001628207.3
GO:0046872,Nvec_vc1.1_XM_001628209.3
GO:0005112,Nvec_vc1.1_XM_001628209.3
GO:0005509,Nvec_vc1.1_XM_001628209.3
GO:0007219,Nvec_vc1.1_XM_001628209.3
GO:0030154,Nvec_vc1.1_XM_001628209.3
GO:0050793,Nvec_vc1.1_XM_001628209.3
GO:0007154,Nvec_vc1.1_XM_001628209.3
GO:0007157,Nvec_vc1.1_XM_001628209.3
GO:0007411,Nvec_vc1.1_XM_001628209.3
GO:0045197,Nvec_vc1.1_XM_001628209.3
GO:0051716,Nvec_vc1.1_XM_001628209.3
GO:0031032,Nvec_vc1.1_XM_001628223.3
GO:0015038,Nvec_vc1.1_XM_001628235.3
GO:0034599,Nvec_vc1.1_XM_001628235.3
GO:0003824,Nvec_vc1.1_XM_001628238.3
GO:0016787,Nvec_vc1.1_XM_001628238.3
GO:0047746,Nvec_vc1.1_XM_001628238.3
GO:0061630,Nvec_vc1.1_XM_001628241.3
GO:0000209,Nvec_vc1.1_XM_001628241.3
GO:0043161,Nvec_vc1.1_XM_001628241.3
GO:0008168,Nvec_vc1.1_XM_001628244.3
GO:0008270,Nvec_vc1.1_XM_001628244.3
GO:0016740,Nvec_vc1.1_XM_001628244.3
GO:0042054,Nvec_vc1.1_XM_001628244.3
GO:0046872,Nvec_vc1.1_XM_001628244.3
GO:0046974,Nvec_vc1.1_XM_001628244.3
GO:0006338,Nvec_vc1.1_XM_001628244.3
GO:0032259,Nvec_vc1.1_XM_001628244.3
GO:0000246,Nvec_vc1.1_XM_001628254.3
GO:0050614,Nvec_vc1.1_XM_001628254.3
GO:0050660,Nvec_vc1.1_XM_001628254.3
GO:0071949,Nvec_vc1.1_XM_001628254.3
GO:0008202,Nvec_vc1.1_XM_001628254.3
GO:0008270,Nvec_vc1.1_XM_001628257.3
GO:0046872,Nvec_vc1.1_XM_001628257.3
GO:0004596,Nvec_vc1.1_XM_001628267.3
GO:0016740,Nvec_vc1.1_XM_001628267.3
GO:0016746,Nvec_vc1.1_XM_001628267.3
GO:0016747,Nvec_vc1.1_XM_001628267.3
GO:1990189,Nvec_vc1.1_XM_001628267.3
GO:1990190,Nvec_vc1.1_XM_001628267.3
GO:0003729,Nvec_vc1.1_XM_001628268.3
GO:0008047,Nvec_vc1.1_XM_001628268.3
GO:0000184,Nvec_vc1.1_XM_001628268.3
GO:0000290,Nvec_vc1.1_XM_001628268.3
GO:0031087,Nvec_vc1.1_XM_001628268.3
GO:0008081,Nvec_vc1.1_XM_001628277.3
GO:0006629,Nvec_vc1.1_XM_001628277.3
GO:0000981,Nvec_vc1.1_XM_001628278.3
GO:0003700,Nvec_vc1.1_XM_001628278.3
GO:0046983,Nvec_vc1.1_XM_001628278.3
GO:0070888,Nvec_vc1.1_XM_001628278.3
GO:0007423,Nvec_vc1.1_XM_001628278.3
GO:0030900,Nvec_vc1.1_XM_001628278.3
GO:0045944,Nvec_vc1.1_XM_001628278.3
GO:0048663,Nvec_vc1.1_XM_001628278.3
GO:0061564,Nvec_vc1.1_XM_001628278.3
GO:0000981,Nvec_vc1.1_XM_001628279.3
GO:0046983,Nvec_vc1.1_XM_001628279.3
GO:0070888,Nvec_vc1.1_XM_001628279.3
GO:0007423,Nvec_vc1.1_XM_001628279.3
GO:0045944,Nvec_vc1.1_XM_001628279.3
GO:0061564,Nvec_vc1.1_XM_001628279.3
GO:0004722,Nvec_vc1.1_XM_001628285.3
GO:0005516,Nvec_vc1.1_XM_001628285.3
GO:0016787,Nvec_vc1.1_XM_001628285.3
GO:0017018,Nvec_vc1.1_XM_001628285.3
GO:0033192,Nvec_vc1.1_XM_001628285.3
GO:0046872,Nvec_vc1.1_XM_001628285.3
GO:0097720,Nvec_vc1.1_XM_001628285.3
GO:0003997,Nvec_vc1.1_XM_001628292.3
GO:0005504,Nvec_vc1.1_XM_001628292.3
GO:0016401,Nvec_vc1.1_XM_001628292.3
GO:0016627,Nvec_vc1.1_XM_001628292.3
GO:0050660,Nvec_vc1.1_XM_001628292.3
GO:0071949,Nvec_vc1.1_XM_001628292.3
GO:0000038,Nvec_vc1.1_XM_001628292.3
GO:0001676,Nvec_vc1.1_XM_001628292.3
GO:0006629,Nvec_vc1.1_XM_001628292.3
GO:0006631,Nvec_vc1.1_XM_001628292.3
GO:0006635,Nvec_vc1.1_XM_001628292.3
GO:0033540,Nvec_vc1.1_XM_001628292.3
GO:0055088,Nvec_vc1.1_XM_001628292.3
GO:1904070,Nvec_vc1.1_XM_001628292.3
GO:0000981,Nvec_vc1.1_XM_001628300.3
GO:0046983,Nvec_vc1.1_XM_001628300.3
GO:0070888,Nvec_vc1.1_XM_001628300.3
GO:0007423,Nvec_vc1.1_XM_001628300.3
GO:0030900,Nvec_vc1.1_XM_001628300.3
GO:0045944,Nvec_vc1.1_XM_001628300.3
GO:0061564,Nvec_vc1.1_XM_001628300.3
GO:0000266,Nvec_vc1.1_XM_001628305.3
GO:0006626,Nvec_vc1.1_XM_001628305.3
GO:0090141,Nvec_vc1.1_XM_001628305.3
GO:0090314,Nvec_vc1.1_XM_001628305.3
GO:0008080,Nvec_vc1.1_XM_001628310.3
GO:0016747,Nvec_vc1.1_XM_001628310.3
GO:0006357,Nvec_vc1.1_XM_001628318.3
GO:0000978,Nvec_vc1.1_XM_001628319.3
GO:0000981,Nvec_vc1.1_XM_001628319.3
GO:0003677,Nvec_vc1.1_XM_001628319.3
GO:0003700,Nvec_vc1.1_XM_001628319.3
GO:0043565,Nvec_vc1.1_XM_001628319.3
GO:0006355,Nvec_vc1.1_XM_001628319.3
GO:0038023,Nvec_vc1.1_XM_001628329.3
GO:0046872,Nvec_vc1.1_XM_001628329.3
GO:0038023,Nvec_vc1.1_XM_001628341.3
GO:0046872,Nvec_vc1.1_XM_001628341.3
GO:0006897,Nvec_vc1.1_XM_001628343.3
GO:0016192,Nvec_vc1.1_XM_001628343.3
GO:0004659,Nvec_vc1.1_XM_001628347.3
GO:0016765,Nvec_vc1.1_XM_001628347.3
GO:0009234,Nvec_vc1.1_XM_001628347.3
GO:0032194,Nvec_vc1.1_XM_001628347.3
GO:0042371,Nvec_vc1.1_XM_001628347.3
GO:0042372,Nvec_vc1.1_XM_001628347.3
GO:1901663,Nvec_vc1.1_XM_001628347.3
GO:0030544,Nvec_vc1.1_XM_001628350.3
GO:0061608,Nvec_vc1.1_XM_001628350.3
GO:0006606,Nvec_vc1.1_XM_001628350.3
GO:0008168,Nvec_vc1.1_XM_001628351.3
GO:0008171,Nvec_vc1.1_XM_001628351.3
GO:0008173,Nvec_vc1.1_XM_001628351.3
GO:0016740,Nvec_vc1.1_XM_001628351.3
GO:0017069,Nvec_vc1.1_XM_001628351.3
GO:0032259,Nvec_vc1.1_XM_001628351.3
GO:0040031,Nvec_vc1.1_XM_001628351.3
GO:0004888,Nvec_vc1.1_XM_001628353.3
GO:0004890,Nvec_vc1.1_XM_001628353.3
GO:0005216,Nvec_vc1.1_XM_001628353.3
GO:0005230,Nvec_vc1.1_XM_001628353.3
GO:0005254,Nvec_vc1.1_XM_001628353.3
GO:0030594,Nvec_vc1.1_XM_001628353.3
GO:0006811,Nvec_vc1.1_XM_001628353.3
GO:0007165,Nvec_vc1.1_XM_001628353.3
GO:0007268,Nvec_vc1.1_XM_001628353.3
GO:0034220,Nvec_vc1.1_XM_001628353.3
GO:0042391,Nvec_vc1.1_XM_001628353.3
GO:0050877,Nvec_vc1.1_XM_001628353.3
GO:0006821,Nvec_vc1.1_XM_001628353.3
GO:0007214,Nvec_vc1.1_XM_001628353.3
GO:1902476,Nvec_vc1.1_XM_001628353.3
GO:0003743,Nvec_vc1.1_XM_001628360.3
GO:0008233,Nvec_vc1.1_XM_001628360.3
GO:0008237,Nvec_vc1.1_XM_001628360.3
GO:0031369,Nvec_vc1.1_XM_001628360.3
GO:0001732,Nvec_vc1.1_XM_001628360.3
GO:0002183,Nvec_vc1.1_XM_001628360.3
GO:0006412,Nvec_vc1.1_XM_001628360.3
GO:0006413,Nvec_vc1.1_XM_001628360.3
GO:0006888,Nvec_vc1.1_XM_001628363.3
GO:0016192,Nvec_vc1.1_XM_001628363.3
GO:0003723,Nvec_vc1.1_XM_001628368.3
GO:0000398,Nvec_vc1.1_XM_001628368.3
GO:0006397,Nvec_vc1.1_XM_001628368.3
GO:0008380,Nvec_vc1.1_XM_001628368.3
GO:0045292,Nvec_vc1.1_XM_001628368.3
GO:0003779,Nvec_vc1.1_XM_001628369.3
GO:0003785,Nvec_vc1.1_XM_001628369.3
GO:0042989,Nvec_vc1.1_XM_001628369.3
GO:0044087,Nvec_vc1.1_XM_001628369.3
GO:0051128,Nvec_vc1.1_XM_001628369.3
GO:0000166,Nvec_vc1.1_XM_001628384.3
GO:0004672,Nvec_vc1.1_XM_001628384.3
GO:0004674,Nvec_vc1.1_XM_001628384.3
GO:0004712,Nvec_vc1.1_XM_001628384.3
GO:0005524,Nvec_vc1.1_XM_001628384.3
GO:0016301,Nvec_vc1.1_XM_001628384.3
GO:0016740,Nvec_vc1.1_XM_001628384.3
GO:0007165,Nvec_vc1.1_XM_001628384.3
GO:0008286,Nvec_vc1.1_XM_001628384.3
GO:0010975,Nvec_vc1.1_XM_001628384.3
GO:0016310,Nvec_vc1.1_XM_001628384.3
GO:0030154,Nvec_vc1.1_XM_001628384.3
GO:0032436,Nvec_vc1.1_XM_001628384.3
GO:0070507,Nvec_vc1.1_XM_001628384.3
GO:0090090,Nvec_vc1.1_XM_001628384.3
GO:0097192,Nvec_vc1.1_XM_001628384.3
GO:0005509,Nvec_vc1.1_XM_001628385.3
GO:0008201,Nvec_vc1.1_XM_001628385.3
GO:0030154,Nvec_vc1.1_XM_001628385.3
GO:0030510,Nvec_vc1.1_XM_001628385.3
GO:0000166,Nvec_vc1.1_XM_001628386.3
GO:0003924,Nvec_vc1.1_XM_001628386.3
GO:0005525,Nvec_vc1.1_XM_001628386.3
GO:0006886,Nvec_vc1.1_XM_001628386.3
GO:0016192,Nvec_vc1.1_XM_001628386.3
GO:0003677,Nvec_vc1.1_XM_001628387.3
GO:0003755,Nvec_vc1.1_XM_001628387.3
GO:0016853,Nvec_vc1.1_XM_001628387.3
GO:0006364,Nvec_vc1.1_XM_001628387.3
GO:0004930,Nvec_vc1.1_XM_001628390.3
GO:0004983,Nvec_vc1.1_XM_001628390.3
GO:0007165,Nvec_vc1.1_XM_001628390.3
GO:0007186,Nvec_vc1.1_XM_001628390.3
GO:0007218,Nvec_vc1.1_XM_001628390.3
GO:0005509,Nvec_vc1.1_XM_001628402.3
GO:0008297,Nvec_vc1.1_XM_001628403.3
GO:0006264,Nvec_vc1.1_XM_001628403.3
GO:0006281,Nvec_vc1.1_XM_001628403.3
GO:0000209,Nvec_vc1.1_XM_001628419.3
GO:0006283,Nvec_vc1.1_XM_001628419.3
GO:0043161,Nvec_vc1.1_XM_001628419.3
GO:0050896,Nvec_vc1.1_XM_001628419.3
GO:0004032,Nvec_vc1.1_XM_001628424.3
GO:0016491,Nvec_vc1.1_XM_001628424.3
GO:0046872,Nvec_vc1.1_XM_001628435.3
GO:0051015,Nvec_vc1.1_XM_001628437.3
GO:0030036,Nvec_vc1.1_XM_001628437.3
GO:0048666,Nvec_vc1.1_XM_001628437.3
GO:0008146,Nvec_vc1.1_XM_001628443.3
GO:0016740,Nvec_vc1.1_XM_001628443.3
GO:0017095,Nvec_vc1.1_XM_001628443.3
GO:0015015,Nvec_vc1.1_XM_001628443.3
GO:0005319,Nvec_vc1.1_XM_001628444.3
GO:0008047,Nvec_vc1.1_XM_001628444.3
GO:0030246,Nvec_vc1.1_XM_001628444.3
GO:0006689,Nvec_vc1.1_XM_001628444.3
GO:0006869,Nvec_vc1.1_XM_001628444.3
GO:0008289,Nvec_vc1.1_XM_001628445.3
GO:0007338,Nvec_vc1.1_XM_001628445.3
GO:0000166,Nvec_vc1.1_XM_001628455.3
GO:0004672,Nvec_vc1.1_XM_001628455.3
GO:0004674,Nvec_vc1.1_XM_001628455.3
GO:0005524,Nvec_vc1.1_XM_001628455.3
GO:0007165,Nvec_vc1.1_XM_001628455.3
GO:0004930,Nvec_vc1.1_XM_001628466.3
GO:0004983,Nvec_vc1.1_XM_001628466.3
GO:0008188,Nvec_vc1.1_XM_001628466.3
GO:0007165,Nvec_vc1.1_XM_001628466.3
GO:0007186,Nvec_vc1.1_XM_001628466.3
GO:0007218,Nvec_vc1.1_XM_001628466.3
GO:0000978,Nvec_vc1.1_XM_001628481.3
GO:0000981,Nvec_vc1.1_XM_001628481.3
GO:0003677,Nvec_vc1.1_XM_001628481.3
GO:0006355,Nvec_vc1.1_XM_001628481.3
GO:0006357,Nvec_vc1.1_XM_001628481.3
GO:0008270,Nvec_vc1.1_XM_001628496.3
GO:0004888,Nvec_vc1.1_XM_001628522.3
GO:0004930,Nvec_vc1.1_XM_001628522.3
GO:0007166,Nvec_vc1.1_XM_001628522.3
GO:0007186,Nvec_vc1.1_XM_001628522.3
GO:0004672,Nvec_vc1.1_XM_001628531.3
GO:0004674,Nvec_vc1.1_XM_001628531.3
GO:0005524,Nvec_vc1.1_XM_001628531.3
GO:0043021,Nvec_vc1.1_XM_001628531.3
GO:0045948,Nvec_vc1.1_XM_001628531.3
GO:0046825,Nvec_vc1.1_XM_001628531.3
GO:0003676,Nvec_vc1.1_XM_001628534.3
GO:0003723,Nvec_vc1.1_XM_001628534.3
GO:0003729,Nvec_vc1.1_XM_001628534.3
GO:0006417,Nvec_vc1.1_XM_001628534.3
GO:0007417,Nvec_vc1.1_XM_001628534.3
GO:0003676,Nvec_vc1.1_XM_001628535.3
GO:0003723,Nvec_vc1.1_XM_001628535.3
GO:0003729,Nvec_vc1.1_XM_001628535.3
GO:0003730,Nvec_vc1.1_XM_001628535.3
GO:0006417,Nvec_vc1.1_XM_001628535.3
GO:0007417,Nvec_vc1.1_XM_001628535.3
GO:0032981,Nvec_vc1.1_XM_001628537.3
GO:0016787,Nvec_vc1.1_XM_001628543.3
GO:0042392,Nvec_vc1.1_XM_001628543.3
GO:0008610,Nvec_vc1.1_XM_001628543.3
GO:0044249,Nvec_vc1.1_XM_001628543.3
GO:0046839,Nvec_vc1.1_XM_001628543.3
GO:1901137,Nvec_vc1.1_XM_001628543.3
GO:0003924,Nvec_vc1.1_XM_001628548.3
GO:0005525,Nvec_vc1.1_XM_001628548.3
GO:0019901,Nvec_vc1.1_XM_001628548.3
GO:0000281,Nvec_vc1.1_XM_001628548.3
GO:0006935,Nvec_vc1.1_XM_001628548.3
GO:0007015,Nvec_vc1.1_XM_001628548.3
GO:0007163,Nvec_vc1.1_XM_001628548.3
GO:0007165,Nvec_vc1.1_XM_001628548.3
GO:0007264,Nvec_vc1.1_XM_001628548.3
GO:0008045,Nvec_vc1.1_XM_001628548.3
GO:0008360,Nvec_vc1.1_XM_001628548.3
GO:0010592,Nvec_vc1.1_XM_001628548.3
GO:0030334,Nvec_vc1.1_XM_001628548.3
GO:0030865,Nvec_vc1.1_XM_001628548.3
GO:0032956,Nvec_vc1.1_XM_001628548.3
GO:0043652,Nvec_vc1.1_XM_001628548.3
