Go_Term,Ids
GO:0008188,Nvec_vc1.1_XM_032379840.2
GO:0007165,Nvec_vc1.1_XM_032379840.2
GO:0007186,Nvec_vc1.1_XM_032379840.2
GO:0004252,Nvec_vc1.1_XM_032379868.2
GO:0006508,Nvec_vc1.1_XM_032379868.2
GO:0004930,Nvec_vc1.1_XM_032379875.2
GO:0007165,Nvec_vc1.1_XM_032379875.2
GO:0007186,Nvec_vc1.1_XM_032379875.2
GO:0006364,Nvec_vc1.1_XM_032379876.2
GO:0042254,Nvec_vc1.1_XM_032379876.2
GO:0005216,Nvec_vc1.1_XM_032379885.2
GO:0006811,Nvec_vc1.1_XM_032379885.2
GO:0034220,Nvec_vc1.1_XM_032379885.2
GO:0050896,Nvec_vc1.1_XM_032379885.2
GO:0055085,Nvec_vc1.1_XM_032379885.2
GO:0030020,Nvec_vc1.1_XM_032379891.2
GO:0030198,Nvec_vc1.1_XM_032379891.2
GO:0004857,Nvec_vc1.1_XM_032379911.2
GO:0004867,Nvec_vc1.1_XM_032379911.2
GO:0030414,Nvec_vc1.1_XM_032379911.2
GO:0007160,Nvec_vc1.1_XM_032379911.2
GO:0008344,Nvec_vc1.1_XM_032379933.2
GO:0048512,Nvec_vc1.1_XM_032379933.2
GO:0050804,Nvec_vc1.1_XM_032379933.2
GO:0005125,Nvec_vc1.1_XM_032379935.2
GO:0008083,Nvec_vc1.1_XM_032379935.2
GO:0007165,Nvec_vc1.1_XM_032379935.2
GO:0003676,Nvec_vc1.1_XM_032379941.2
GO:0003697,Nvec_vc1.1_XM_032379941.2
GO:0003727,Nvec_vc1.1_XM_032379941.2
GO:0031369,Nvec_vc1.1_XM_032379941.2
GO:0000291,Nvec_vc1.1_XM_032379941.2
GO:0006351,Nvec_vc1.1_XM_032379941.2
GO:0006352,Nvec_vc1.1_XM_032379941.2
GO:0006367,Nvec_vc1.1_XM_032379941.2
GO:0045948,Nvec_vc1.1_XM_032379941.2
GO:0060213,Nvec_vc1.1_XM_032379941.2
GO:0046872,Nvec_vc1.1_XM_032379942.2
GO:0070492,Nvec_vc1.1_XM_032379942.2
GO:0005254,Nvec_vc1.1_XM_032379947.2
GO:0004888,Nvec_vc1.1_XM_032379947.2
GO:0005216,Nvec_vc1.1_XM_032379947.2
GO:0005230,Nvec_vc1.1_XM_032379947.2
GO:0005231,Nvec_vc1.1_XM_032379947.2
GO:0030594,Nvec_vc1.1_XM_032379947.2
GO:1904315,Nvec_vc1.1_XM_032379947.2
GO:0006811,Nvec_vc1.1_XM_032379947.2
GO:0034220,Nvec_vc1.1_XM_032379947.2
GO:1902476,Nvec_vc1.1_XM_032379947.2
GO:0046872,Nvec_vc1.1_XM_032379952.2
GO:0005112,Nvec_vc1.1_XM_032379952.2
GO:0005509,Nvec_vc1.1_XM_032379952.2
GO:0007154,Nvec_vc1.1_XM_032379952.2
GO:0007219,Nvec_vc1.1_XM_032379952.2
GO:0007157,Nvec_vc1.1_XM_032379952.2
GO:0007411,Nvec_vc1.1_XM_032379952.2
GO:0045197,Nvec_vc1.1_XM_032379952.2
GO:0051716,Nvec_vc1.1_XM_032379952.2
GO:0008061,Nvec_vc1.1_XM_032379954.2
GO:0004518,Nvec_vc1.1_XM_032379957.2
GO:0016787,Nvec_vc1.1_XM_032379957.2
GO:0046872,Nvec_vc1.1_XM_032379957.2
GO:0003824,Nvec_vc1.1_XM_032379959.2
GO:0004553,Nvec_vc1.1_XM_032379959.2
GO:0004555,Nvec_vc1.1_XM_032379959.2
GO:0047402,Nvec_vc1.1_XM_032379959.2
GO:0005975,Nvec_vc1.1_XM_032379959.2
GO:0005993,Nvec_vc1.1_XM_032379959.2
GO:0004930,Nvec_vc1.1_XM_032379961.2
GO:0004983,Nvec_vc1.1_XM_032379961.2
GO:0008020,Nvec_vc1.1_XM_032379961.2
GO:0007165,Nvec_vc1.1_XM_032379961.2
GO:0007186,Nvec_vc1.1_XM_032379961.2
GO:0007218,Nvec_vc1.1_XM_032379961.2
GO:0007602,Nvec_vc1.1_XM_032379961.2
GO:0009584,Nvec_vc1.1_XM_032379961.2
GO:0071482,Nvec_vc1.1_XM_032379961.2
GO:0005506,Nvec_vc1.1_XM_032379971.2
GO:0016491,Nvec_vc1.1_XM_032379971.2
GO:0016706,Nvec_vc1.1_XM_032379971.2
GO:0032453,Nvec_vc1.1_XM_032379971.2
GO:0046872,Nvec_vc1.1_XM_032379971.2
GO:0051213,Nvec_vc1.1_XM_032379971.2
GO:0051864,Nvec_vc1.1_XM_032379971.2
GO:0140680,Nvec_vc1.1_XM_032379971.2
GO:0006338,Nvec_vc1.1_XM_032379971.2
GO:0005509,Nvec_vc1.1_XM_032379974.2
GO:0005261,Nvec_vc1.1_XM_032379979.2
GO:0098655,Nvec_vc1.1_XM_032379979.2
GO:0004252,Nvec_vc1.1_XM_032379983.2
GO:0042058,Nvec_vc1.1_XM_032379983.2
GO:0050708,Nvec_vc1.1_XM_032379983.2
GO:0004888,Nvec_vc1.1_XM_032379990.2
GO:0005216,Nvec_vc1.1_XM_032379990.2
GO:0005230,Nvec_vc1.1_XM_032379990.2
GO:0005231,Nvec_vc1.1_XM_032379990.2
GO:0005254,Nvec_vc1.1_XM_032379990.2
GO:1904315,Nvec_vc1.1_XM_032379990.2
GO:0006811,Nvec_vc1.1_XM_032379990.2
GO:0034220,Nvec_vc1.1_XM_032379990.2
GO:0000978,Nvec_vc1.1_XM_032380001.2
GO:0000981,Nvec_vc1.1_XM_032380001.2
GO:0003677,Nvec_vc1.1_XM_032380001.2
GO:0006357,Nvec_vc1.1_XM_032380001.2
GO:0004930,Nvec_vc1.1_XM_032380016.2
GO:0042277,Nvec_vc1.1_XM_032380016.2
GO:0007165,Nvec_vc1.1_XM_032380016.2
GO:0007186,Nvec_vc1.1_XM_032380016.2
GO:0032870,Nvec_vc1.1_XM_032380016.2
GO:0007156,Nvec_vc1.1_XM_032380031.2
GO:0007157,Nvec_vc1.1_XM_032380031.2
GO:0006355,Nvec_vc1.1_XM_032380039.2
GO:0004497,Nvec_vc1.1_XM_032380044.2
GO:0004508,Nvec_vc1.1_XM_032380044.2
GO:0005506,Nvec_vc1.1_XM_032380044.2
GO:0016491,Nvec_vc1.1_XM_032380044.2
GO:0016705,Nvec_vc1.1_XM_032380044.2
GO:0020037,Nvec_vc1.1_XM_032380044.2
GO:0046872,Nvec_vc1.1_XM_032380044.2
GO:0047442,Nvec_vc1.1_XM_032380044.2
GO:0042446,Nvec_vc1.1_XM_032380044.2
GO:0042448,Nvec_vc1.1_XM_032380044.2
GO:0004888,Nvec_vc1.1_XM_032380045.2
GO:0004930,Nvec_vc1.1_XM_032380045.2
GO:0007166,Nvec_vc1.1_XM_032380045.2
GO:0007186,Nvec_vc1.1_XM_032380045.2
GO:0000049,Nvec_vc1.1_XM_032380058.2
GO:0003723,Nvec_vc1.1_XM_032380058.2
GO:0017150,Nvec_vc1.1_XM_032380058.2
GO:0002943,Nvec_vc1.1_XM_032380058.2
GO:0000398,Nvec_vc1.1_XM_032380060.2
GO:0006397,Nvec_vc1.1_XM_032380060.2
GO:0008380,Nvec_vc1.1_XM_032380060.2
GO:0004930,Nvec_vc1.1_XM_032380078.2
GO:0042277,Nvec_vc1.1_XM_032380078.2
GO:0007165,Nvec_vc1.1_XM_032380078.2
GO:0007186,Nvec_vc1.1_XM_032380078.2
GO:0032870,Nvec_vc1.1_XM_032380078.2
GO:0032465,Nvec_vc1.1_XM_032380080.2
GO:0045724,Nvec_vc1.1_XM_032380080.2
GO:1903566,Nvec_vc1.1_XM_032380080.2
GO:0003676,Nvec_vc1.1_XM_032380085.2
GO:0003723,Nvec_vc1.1_XM_032380085.2
GO:0003729,Nvec_vc1.1_XM_032380085.2
GO:0061608,Nvec_vc1.1_XM_032380091.2
GO:0006606,Nvec_vc1.1_XM_032380091.2
GO:0006913,Nvec_vc1.1_XM_032380091.2
GO:0015031,Nvec_vc1.1_XM_032380091.2
GO:0051028,Nvec_vc1.1_XM_032380091.2
GO:0005509,Nvec_vc1.1_XM_032380092.2
GO:0045296,Nvec_vc1.1_XM_032380092.2
GO:0000902,Nvec_vc1.1_XM_032380092.2
GO:0007043,Nvec_vc1.1_XM_032380092.2
GO:0007155,Nvec_vc1.1_XM_032380092.2
GO:0007156,Nvec_vc1.1_XM_032380092.2
GO:0016339,Nvec_vc1.1_XM_032380092.2
GO:0034332,Nvec_vc1.1_XM_032380092.2
GO:0044331,Nvec_vc1.1_XM_032380092.2
GO:0098609,Nvec_vc1.1_XM_032380092.2
GO:0098742,Nvec_vc1.1_XM_032380092.2
GO:0004842,Nvec_vc1.1_XM_032380093.2
GO:0043130,Nvec_vc1.1_XM_032380093.2
GO:0046872,Nvec_vc1.1_XM_032380093.2
GO:0016567,Nvec_vc1.1_XM_032380093.2
GO:0043161,Nvec_vc1.1_XM_032380093.2
GO:0097039,Nvec_vc1.1_XM_032380093.2
GO:0016740,Nvec_vc1.1_XM_032380093.2
GO:0043123,Nvec_vc1.1_XM_032380093.2
GO:0003677,Nvec_vc1.1_XM_032380098.2
GO:0001682,Nvec_vc1.1_XM_032380107.2
GO:0008033,Nvec_vc1.1_XM_032380107.2
GO:0016176,Nvec_vc1.1_XM_032380108.2
GO:0030674,Nvec_vc1.1_XM_032380108.2
GO:0035091,Nvec_vc1.1_XM_032380108.2
GO:0042554,Nvec_vc1.1_XM_032380108.2
GO:0004888,Nvec_vc1.1_XM_032380114.2
GO:0005216,Nvec_vc1.1_XM_032380114.2
GO:0005230,Nvec_vc1.1_XM_032380114.2
GO:0030594,Nvec_vc1.1_XM_032380114.2
GO:0006811,Nvec_vc1.1_XM_032380114.2
GO:0007165,Nvec_vc1.1_XM_032380114.2
GO:0007268,Nvec_vc1.1_XM_032380114.2
GO:0034220,Nvec_vc1.1_XM_032380114.2
GO:0042391,Nvec_vc1.1_XM_032380114.2
GO:0050877,Nvec_vc1.1_XM_032380114.2
GO:0005216,Nvec_vc1.1_XM_032380117.2
GO:0005262,Nvec_vc1.1_XM_032380117.2
GO:0006811,Nvec_vc1.1_XM_032380117.2
GO:0034220,Nvec_vc1.1_XM_032380117.2
GO:0055085,Nvec_vc1.1_XM_032380117.2
GO:0098703,Nvec_vc1.1_XM_032380117.2
GO:0003676,Nvec_vc1.1_XM_032380119.2
GO:0003723,Nvec_vc1.1_XM_032380119.2
GO:0003729,Nvec_vc1.1_XM_032380119.2
GO:0000398,Nvec_vc1.1_XM_032380119.2
GO:0003723,Nvec_vc1.1_XM_032380127.2
GO:0003729,Nvec_vc1.1_XM_032380127.2
GO:0034063,Nvec_vc1.1_XM_032380127.2
GO:0003677,Nvec_vc1.1_XM_032380131.2
GO:0031491,Nvec_vc1.1_XM_032380131.2
GO:0042393,Nvec_vc1.1_XM_032380131.2
GO:0006260,Nvec_vc1.1_XM_032380131.2
GO:0006281,Nvec_vc1.1_XM_032380131.2
GO:0006974,Nvec_vc1.1_XM_032380131.2
GO:1902275,Nvec_vc1.1_XM_032380131.2
GO:0017056,Nvec_vc1.1_XM_032380133.2
GO:0000055,Nvec_vc1.1_XM_032380133.2
GO:0000056,Nvec_vc1.1_XM_032380133.2
GO:0006406,Nvec_vc1.1_XM_032380133.2
GO:0006606,Nvec_vc1.1_XM_032380133.2
GO:0006913,Nvec_vc1.1_XM_032380133.2
GO:0015031,Nvec_vc1.1_XM_032380133.2
GO:0051028,Nvec_vc1.1_XM_032380133.2
GO:0003682,Nvec_vc1.1_XM_032380138.2
GO:0008270,Nvec_vc1.1_XM_032380138.2
GO:0042393,Nvec_vc1.1_XM_032380138.2
GO:0046872,Nvec_vc1.1_XM_032380138.2
GO:0006325,Nvec_vc1.1_XM_032380138.2
GO:0006355,Nvec_vc1.1_XM_032380138.2
GO:0045892,Nvec_vc1.1_XM_032380138.2
GO:0003682,Nvec_vc1.1_XM_032380141.2
GO:0008270,Nvec_vc1.1_XM_032380141.2
GO:0042393,Nvec_vc1.1_XM_032380141.2
GO:0046872,Nvec_vc1.1_XM_032380141.2
GO:0006325,Nvec_vc1.1_XM_032380141.2
GO:0006355,Nvec_vc1.1_XM_032380141.2
GO:0045892,Nvec_vc1.1_XM_032380141.2
GO:0000978,Nvec_vc1.1_XM_032380148.2
GO:0000981,Nvec_vc1.1_XM_032380148.2
GO:0003677,Nvec_vc1.1_XM_032380148.2
GO:0003700,Nvec_vc1.1_XM_032380148.2
GO:0001708,Nvec_vc1.1_XM_032380148.2
GO:0006355,Nvec_vc1.1_XM_032380148.2
GO:0007507,Nvec_vc1.1_XM_032380148.2
GO:0045893,Nvec_vc1.1_XM_032380148.2
GO:0003341,Nvec_vc1.1_XM_032380153.2
GO:0036158,Nvec_vc1.1_XM_032380153.2
GO:0016740,Nvec_vc1.1_XM_032380157.2
GO:0016757,Nvec_vc1.1_XM_032380157.2
GO:0004888,Nvec_vc1.1_XM_032380161.2
GO:0050290,Nvec_vc1.1_XM_032380168.2
GO:0006685,Nvec_vc1.1_XM_032380168.2
GO:0046475,Nvec_vc1.1_XM_032380168.2
GO:0046513,Nvec_vc1.1_XM_032380168.2
GO:0000166,Nvec_vc1.1_XM_032380175.2
GO:0004386,Nvec_vc1.1_XM_032380175.2
GO:0005524,Nvec_vc1.1_XM_032380175.2
GO:0016787,Nvec_vc1.1_XM_032380175.2
GO:0016887,Nvec_vc1.1_XM_032380175.2
GO:0042393,Nvec_vc1.1_XM_032380175.2
GO:0140658,Nvec_vc1.1_XM_032380175.2
GO:0006325,Nvec_vc1.1_XM_032380175.2
GO:0006338,Nvec_vc1.1_XM_032380175.2
GO:0000166,Nvec_vc1.1_XM_032380177.2
GO:0004386,Nvec_vc1.1_XM_032380177.2
GO:0005524,Nvec_vc1.1_XM_032380177.2
GO:0015616,Nvec_vc1.1_XM_032380177.2
GO:0016787,Nvec_vc1.1_XM_032380177.2
GO:0140658,Nvec_vc1.1_XM_032380177.2
GO:0000724,Nvec_vc1.1_XM_032380177.2
GO:0006283,Nvec_vc1.1_XM_032380177.2
GO:0006338,Nvec_vc1.1_XM_032380177.2
GO:0007131,Nvec_vc1.1_XM_032380177.2
GO:0045003,Nvec_vc1.1_XM_032380177.2
GO:0004771,Nvec_vc1.1_XM_032380186.2
GO:0004806,Nvec_vc1.1_XM_032380186.2
GO:0016298,Nvec_vc1.1_XM_032380186.2
GO:0006629,Nvec_vc1.1_XM_032380186.2
GO:0008203,Nvec_vc1.1_XM_032380186.2
GO:0016042,Nvec_vc1.1_XM_032380186.2
GO:0019433,Nvec_vc1.1_XM_032380186.2
GO:0016787,Nvec_vc1.1_XM_032380186.2
GO:0033878,Nvec_vc1.1_XM_032380186.2
GO:0047372,Nvec_vc1.1_XM_032380186.2
GO:0008202,Nvec_vc1.1_XM_032380186.2
GO:0000166,Nvec_vc1.1_XM_032380187.2
GO:0005524,Nvec_vc1.1_XM_032380187.2
GO:0016887,Nvec_vc1.1_XM_032380187.2
GO:0042626,Nvec_vc1.1_XM_032380187.2
GO:0140359,Nvec_vc1.1_XM_032380187.2
GO:0055085,Nvec_vc1.1_XM_032380187.2
GO:0000978,Nvec_vc1.1_XM_032380190.2
GO:0003677,Nvec_vc1.1_XM_032380190.2
GO:0006355,Nvec_vc1.1_XM_032380190.2
GO:0006357,Nvec_vc1.1_XM_032380190.2
GO:0004771,Nvec_vc1.1_XM_032380190.2
GO:0004806,Nvec_vc1.1_XM_032380190.2
GO:0016298,Nvec_vc1.1_XM_032380190.2
GO:0016787,Nvec_vc1.1_XM_032380190.2
GO:0033878,Nvec_vc1.1_XM_032380190.2
GO:0047372,Nvec_vc1.1_XM_032380190.2
GO:0006629,Nvec_vc1.1_XM_032380190.2
GO:0008202,Nvec_vc1.1_XM_032380190.2
GO:0008203,Nvec_vc1.1_XM_032380190.2
GO:0016042,Nvec_vc1.1_XM_032380190.2
GO:0019433,Nvec_vc1.1_XM_032380190.2
GO:0000166,Nvec_vc1.1_XM_032380198.2
GO:0004672,Nvec_vc1.1_XM_032380198.2
GO:0005102,Nvec_vc1.1_XM_032380198.2
GO:0005524,Nvec_vc1.1_XM_032380198.2
GO:0046928,Nvec_vc1.1_XM_032380198.2
GO:0000978,Nvec_vc1.1_XM_032380209.2
GO:0000981,Nvec_vc1.1_XM_032380209.2
GO:0046983,Nvec_vc1.1_XM_032380209.2
GO:0006355,Nvec_vc1.1_XM_032380209.2
GO:0006357,Nvec_vc1.1_XM_032380209.2
GO:0005509,Nvec_vc1.1_XM_032380212.2
GO:0030234,Nvec_vc1.1_XM_032380212.2
GO:0005509,Nvec_vc1.1_XM_032380213.2
GO:0032036,Nvec_vc1.1_XM_032380213.2
GO:0140659,Nvec_vc1.1_XM_032380213.2
GO:0000281,Nvec_vc1.1_XM_032380213.2
GO:0009791,Nvec_vc1.1_XM_032380213.2
GO:0031032,Nvec_vc1.1_XM_032380213.2
GO:0040011,Nvec_vc1.1_XM_032380213.2
GO:0005509,Nvec_vc1.1_XM_032380215.2
GO:0015215,Nvec_vc1.1_XM_032380215.2
GO:0051503,Nvec_vc1.1_XM_032380215.2
GO:0055085,Nvec_vc1.1_XM_032380215.2
GO:0004930,Nvec_vc1.1_XM_032380216.2
GO:0007165,Nvec_vc1.1_XM_032380216.2
GO:0007186,Nvec_vc1.1_XM_032380216.2
GO:0005113,Nvec_vc1.1_XM_032380223.2
GO:0017147,Nvec_vc1.1_XM_032380223.2
GO:0042813,Nvec_vc1.1_XM_032380223.2
GO:0007224,Nvec_vc1.1_XM_032380223.2
GO:0007389,Nvec_vc1.1_XM_032380223.2
GO:0007417,Nvec_vc1.1_XM_032380223.2
GO:0032502,Nvec_vc1.1_XM_032380223.2
GO:0035567,Nvec_vc1.1_XM_032380223.2
GO:0060070,Nvec_vc1.1_XM_032380223.2
GO:0071679,Nvec_vc1.1_XM_032380223.2
GO:0016740,Nvec_vc1.1_XM_032380224.2
GO:0016757,Nvec_vc1.1_XM_032380224.2
GO:0016758,Nvec_vc1.1_XM_032380224.2
GO:0030144,Nvec_vc1.1_XM_032380224.2
GO:0006486,Nvec_vc1.1_XM_032380224.2
GO:0006487,Nvec_vc1.1_XM_032380224.2
GO:0003743,Nvec_vc1.1_XM_032380224.2
GO:0003924,Nvec_vc1.1_XM_032380224.2
GO:0005525,Nvec_vc1.1_XM_032380224.2
GO:0006412,Nvec_vc1.1_XM_032380224.2
GO:0006413,Nvec_vc1.1_XM_032380224.2
GO:0070124,Nvec_vc1.1_XM_032380224.2
GO:0016301,Nvec_vc1.1_XM_032380228.2
GO:0005975,Nvec_vc1.1_XM_032380228.2
GO:0006071,Nvec_vc1.1_XM_032380228.2
GO:0006641,Nvec_vc1.1_XM_032380228.2
GO:0016310,Nvec_vc1.1_XM_032380228.2
GO:0046167,Nvec_vc1.1_XM_032380228.2
GO:0016192,Nvec_vc1.1_XM_032380234.2
GO:0004497,Nvec_vc1.1_XM_032380235.2
GO:0004499,Nvec_vc1.1_XM_032380235.2
GO:0016491,Nvec_vc1.1_XM_032380235.2
GO:0050660,Nvec_vc1.1_XM_032380235.2
GO:0050661,Nvec_vc1.1_XM_032380235.2
GO:0003697,Nvec_vc1.1_XM_032380236.2
GO:0010521,Nvec_vc1.1_XM_032380236.2
GO:0042162,Nvec_vc1.1_XM_032380236.2
GO:0032211,Nvec_vc1.1_XM_032380236.2
GO:0004674,Nvec_vc1.1_XM_032380239.2
GO:0016301,Nvec_vc1.1_XM_032380239.2
GO:0016310,Nvec_vc1.1_XM_032380239.2
GO:0046579,Nvec_vc1.1_XM_032380239.2
GO:0016491,Nvec_vc1.1_XM_032380256.2
GO:0032451,Nvec_vc1.1_XM_032380256.2
GO:0033787,Nvec_vc1.1_XM_032380256.2
GO:0071949,Nvec_vc1.1_XM_032380256.2
GO:0009235,Nvec_vc1.1_XM_032380256.2
GO:0031267,Nvec_vc1.1_XM_032380268.2
GO:0030833,Nvec_vc1.1_XM_032380268.2
GO:0004722,Nvec_vc1.1_XM_032380271.2
GO:0090141,Nvec_vc1.1_XM_032380271.2
GO:0004930,Nvec_vc1.1_XM_032380273.2
GO:0001973,Nvec_vc1.1_XM_032380273.2
GO:0007165,Nvec_vc1.1_XM_032380273.2
GO:0007186,Nvec_vc1.1_XM_032380273.2
GO:0007189,Nvec_vc1.1_XM_032380273.2
GO:0007218,Nvec_vc1.1_XM_032380287.2
GO:0004517,Nvec_vc1.1_XM_032380288.2
GO:0005516,Nvec_vc1.1_XM_032380288.2
GO:0010181,Nvec_vc1.1_XM_032380288.2
GO:0016491,Nvec_vc1.1_XM_032380288.2
GO:0020037,Nvec_vc1.1_XM_032380288.2
GO:0046872,Nvec_vc1.1_XM_032380288.2
GO:0050660,Nvec_vc1.1_XM_032380288.2
GO:0050661,Nvec_vc1.1_XM_032380288.2
GO:0006527,Nvec_vc1.1_XM_032380288.2
GO:0006809,Nvec_vc1.1_XM_032380288.2
GO:0007263,Nvec_vc1.1_XM_032380288.2
GO:0009725,Nvec_vc1.1_XM_032380288.2
GO:0032496,Nvec_vc1.1_XM_032380288.2
GO:0000166,Nvec_vc1.1_XM_032380299.2
GO:0004672,Nvec_vc1.1_XM_032380299.2
GO:0004713,Nvec_vc1.1_XM_032380299.2
GO:0004715,Nvec_vc1.1_XM_032380299.2
GO:0005102,Nvec_vc1.1_XM_032380299.2
GO:0005524,Nvec_vc1.1_XM_032380299.2
GO:0016301,Nvec_vc1.1_XM_032380299.2
GO:0016740,Nvec_vc1.1_XM_032380299.2
GO:0007169,Nvec_vc1.1_XM_032380299.2
GO:0016310,Nvec_vc1.1_XM_032380299.2
GO:0030154,Nvec_vc1.1_XM_032380299.2
GO:0045087,Nvec_vc1.1_XM_032380299.2
GO:0004222,Nvec_vc1.1_XM_032380302.2
GO:0008233,Nvec_vc1.1_XM_032380302.2
GO:0008237,Nvec_vc1.1_XM_032380302.2
GO:0008270,Nvec_vc1.1_XM_032380302.2
GO:0016787,Nvec_vc1.1_XM_032380302.2
GO:0046872,Nvec_vc1.1_XM_032380302.2
GO:0006508,Nvec_vc1.1_XM_032380302.2
GO:0090729,Nvec_vc1.1_XM_032380302.2
GO:0035821,Nvec_vc1.1_XM_032380302.2
GO:0016787,Nvec_vc1.1_XM_032380306.2
GO:0016799,Nvec_vc1.1_XM_032380306.2
GO:0006139,Nvec_vc1.1_XM_032380306.2
GO:0051015,Nvec_vc1.1_XM_032380307.2
GO:0003779,Nvec_vc1.1_XM_032380307.2
GO:0030833,Nvec_vc1.1_XM_032380307.2
GO:0034314,Nvec_vc1.1_XM_032380307.2
GO:0000166,Nvec_vc1.1_XM_032380313.2
GO:0003676,Nvec_vc1.1_XM_032380313.2
GO:0003677,Nvec_vc1.1_XM_032380313.2
GO:0003678,Nvec_vc1.1_XM_032380313.2
GO:0004386,Nvec_vc1.1_XM_032380313.2
GO:0005524,Nvec_vc1.1_XM_032380313.2
GO:0016787,Nvec_vc1.1_XM_032380313.2
GO:0016818,Nvec_vc1.1_XM_032380313.2
GO:0016887,Nvec_vc1.1_XM_032380313.2
GO:0046872,Nvec_vc1.1_XM_032380313.2
GO:0051536,Nvec_vc1.1_XM_032380313.2
GO:0051539,Nvec_vc1.1_XM_032380313.2
GO:0070182,Nvec_vc1.1_XM_032380313.2
GO:0000723,Nvec_vc1.1_XM_032380313.2
GO:0006139,Nvec_vc1.1_XM_032380313.2
GO:0006260,Nvec_vc1.1_XM_032380313.2
GO:0006281,Nvec_vc1.1_XM_032380313.2
GO:0006310,Nvec_vc1.1_XM_032380313.2
GO:0006974,Nvec_vc1.1_XM_032380313.2
GO:0010569,Nvec_vc1.1_XM_032380313.2
GO:0032508,Nvec_vc1.1_XM_032380313.2
GO:0045910,Nvec_vc1.1_XM_032380313.2
GO:0090657,Nvec_vc1.1_XM_032380313.2
GO:1904430,Nvec_vc1.1_XM_032380313.2
GO:0005161,Nvec_vc1.1_XM_032380321.2
GO:0070851,Nvec_vc1.1_XM_032380321.2
GO:0008284,Nvec_vc1.1_XM_032380321.2
GO:0030335,Nvec_vc1.1_XM_032380321.2
GO:0031954,Nvec_vc1.1_XM_032380321.2
GO:0048008,Nvec_vc1.1_XM_032380321.2
GO:0070374,Nvec_vc1.1_XM_032380321.2
GO:0000166,Nvec_vc1.1_XM_032380328.2
GO:0004672,Nvec_vc1.1_XM_032380328.2
GO:0004713,Nvec_vc1.1_XM_032380328.2
GO:0004715,Nvec_vc1.1_XM_032380328.2
GO:0005102,Nvec_vc1.1_XM_032380328.2
GO:0005524,Nvec_vc1.1_XM_032380328.2
GO:0016301,Nvec_vc1.1_XM_032380328.2
GO:0016740,Nvec_vc1.1_XM_032380328.2
GO:0007169,Nvec_vc1.1_XM_032380328.2
GO:0016310,Nvec_vc1.1_XM_032380328.2
GO:0030154,Nvec_vc1.1_XM_032380328.2
GO:0045087,Nvec_vc1.1_XM_032380328.2
GO:0005313,Nvec_vc1.1_XM_032380333.2
GO:0015175,Nvec_vc1.1_XM_032380333.2
GO:0015293,Nvec_vc1.1_XM_032380333.2
GO:0015501,Nvec_vc1.1_XM_032380333.2
GO:0055085,Nvec_vc1.1_XM_032380333.2
GO:0015804,Nvec_vc1.1_XM_032380333.2
GO:0015813,Nvec_vc1.1_XM_032380333.2
GO:1902475,Nvec_vc1.1_XM_032380333.2
GO:0000978,Nvec_vc1.1_XM_032380334.2
GO:0000981,Nvec_vc1.1_XM_032380334.2
GO:0003677,Nvec_vc1.1_XM_032380334.2
GO:0003700,Nvec_vc1.1_XM_032380334.2
GO:0006355,Nvec_vc1.1_XM_032380334.2
GO:0006357,Nvec_vc1.1_XM_032380334.2
GO:0005085,Nvec_vc1.1_XM_032380342.2
GO:0007264,Nvec_vc1.1_XM_032380342.2
GO:0007265,Nvec_vc1.1_XM_032380342.2
GO:0003677,Nvec_vc1.1_XM_032380343.2
GO:0003697,Nvec_vc1.1_XM_032380343.2
GO:0046872,Nvec_vc1.1_XM_032380343.2
GO:0061630,Nvec_vc1.1_XM_032380343.2
GO:0006281,Nvec_vc1.1_XM_032380343.2
GO:0006301,Nvec_vc1.1_XM_032380343.2
GO:0006513,Nvec_vc1.1_XM_032380343.2
GO:0006974,Nvec_vc1.1_XM_032380343.2
GO:0016567,Nvec_vc1.1_XM_032380343.2
GO:0003723,Nvec_vc1.1_XM_032380348.2
GO:0003968,Nvec_vc1.1_XM_032380348.2
GO:0016740,Nvec_vc1.1_XM_032380348.2
GO:0001172,Nvec_vc1.1_XM_032380348.2
GO:0030422,Nvec_vc1.1_XM_032380348.2
GO:0031047,Nvec_vc1.1_XM_032380348.2
GO:0000166,Nvec_vc1.1_XM_032380348.2
GO:0003676,Nvec_vc1.1_XM_032380348.2
GO:0005524,Nvec_vc1.1_XM_032380348.2
GO:0016779,Nvec_vc1.1_XM_032380348.2
GO:0000462,Nvec_vc1.1_XM_032380351.2
GO:0006357,Nvec_vc1.1_XM_032380351.2
GO:0000340,Nvec_vc1.1_XM_032380354.2
GO:0003723,Nvec_vc1.1_XM_032380354.2
GO:0003743,Nvec_vc1.1_XM_032380354.2
GO:0006412,Nvec_vc1.1_XM_032380354.2
GO:0006413,Nvec_vc1.1_XM_032380354.2
GO:0005198,Nvec_vc1.1_XM_032380370.2
GO:0006606,Nvec_vc1.1_XM_032380370.2
GO:0015031,Nvec_vc1.1_XM_032380370.2
GO:0032008,Nvec_vc1.1_XM_032380370.2
GO:0032527,Nvec_vc1.1_XM_032380370.2
GO:0051028,Nvec_vc1.1_XM_032380370.2
GO:0090114,Nvec_vc1.1_XM_032380370.2
GO:0000978,Nvec_vc1.1_XM_032380374.2
GO:0000981,Nvec_vc1.1_XM_032380374.2
GO:0003677,Nvec_vc1.1_XM_032380374.2
GO:0000122,Nvec_vc1.1_XM_032380374.2
GO:0009653,Nvec_vc1.1_XM_032380374.2
